country,year,unemployment,immigrants,int_exp,public_debt,inflation,gdp,gdp_growth,gdp_pc
Austria,2010,5.532222222,,3.0,83.7,1.7,294050.6,2.716452519,35170.0
Austria,2011,5.555952381,,2.8,83.4,3.6,308167.0,4.800670361,36080.0
Austria,2012,5.608333333,43771.0,2.8,82.9,2.6,316589.4,2.733063566,36140.0
Austria,2013,5.638888889,465744.0,2.7,82.4,2.1,321191.7,1.453712601,35840.0
Austria,2014,5.632575758,59377.0,2.5,85.2,1.5,330113.5,2.777718104,35830.0
Austria,2015,5.591666667,5668.0,2.4,85.6,0.8,342083.5,3.626025594,35930.0
Austria,2016,5.528703704,66439.0,2.1,83.4,1.0,355665.6,3.970404887,36230.0
Austria,2017,5.411458333,645156.0,1.8,79.1,2.2,367294.9,3.269728644,36820.0
Austria,2018,5.335714286,683174.0,1.6,74.6,2.1,383234.3,4.339673652,37550.0
Austria,2019,5.352777778,719239.0,1.4,71.0,1.5,395706.8,3.254536455,38040.0
Austria,2020,5.461666667,75742.0,1.4,83.2,1.4,380317.9,-3.888965264,35480.0
Austria,2021,5.302083333,793687.0,1.1,82.4,2.8,406232.1,6.813826012,37040.0
Austria,2022,5.011111111,826339.0,1.0,78.4,8.6,448007.4,10.28360388,38560.0
Austria,2023,5.15,867389.0,1.2,78.5,7.7,473226.7,5.629215053,37860.0
Austria,2024,5.183333333,91726.0,1.5,81.8,2.9,484222.8,2.323643193,37300.0
Belgium,2010,6.940782123,657699.0,3.6,100.2,2.3,363242.4,4.459575383,33340.0
Belgium,2011,6.837125749,69395.0,3.6,102.7,3.4,378745.4,4.267948896,33540.0
Belgium,2012,6.807096774,719489.0,3.6,104.3,2.6,387934.9,2.426300095,33410.0
Belgium,2013,6.737762238,745649.0,3.4,105.0,1.2,394616.3,1.722299283,33350.0
Belgium,2014,6.570229008,761695.0,3.3,106.6,0.5,404958.3,2.620773648,33790.0
Belgium,2015,6.358823529,785759.0,3.0,105.6,0.6,415538.0,2.6125406,34090.0
Belgium,2016,6.1,8817.0,2.8,105.5,1.8,428467.1,3.111412193,34320.0
Belgium,2017,5.878947368,82198.0,2.4,102.5,2.2,443407.2,3.486872154,34700.0
Belgium,2018,5.707142857,83529.0,2.2,100.1,2.3,459491.8,3.627500862,35190.0
Belgium,2019,5.655555556,85312.0,2.0,97.6,1.2,479444.9,4.342427874,35850.0
Belgium,2020,5.705,872415.0,2.0,111.2,0.4,463750.9,-3.273368848,33990.0
Belgium,2021,5.754166667,887558.0,1.7,108.5,3.2,506047.2,9.120478257,35950.0
Belgium,2022,5.575,96451.0,1.6,102.7,10.3,563710.5,11.39484617,37180.0
Belgium,2023,5.595833333,928321.0,2.0,103.2,2.3,596202.7,5.763987011,37310.0
Belgium,2024,5.666666667,94142.0,2.3,104.7,4.3,613983.9,2.9824085,37460.0
Bulgaria,2010,8.288333333,5758.0,0.7,15.3,3.0,38290.0,2.331249649,5080.0
Bulgaria,2011,8.070238095,5858.0,0.7,15.2,3.4,41479.9,8.330895795,5320.0
Bulgaria,2012,7.744230769,5642.0,0.8,16.6,2.4,42255.3,1.869339126,5420.0
Bulgaria,2013,7.283333333,,0.8,17.0,0.4,42056.2,-0.471183497,5470.0
Bulgaria,2014,6.679545455,,0.9,27.0,-1.6,43024.7,2.30287092,5590.0
Bulgaria,2015,6.1075,,0.9,25.9,-1.1,45797.8,6.445367428,5850.0
Bulgaria,2016,5.660185185,,0.9,29.1,-1.3,48752.1,6.450746542,6110.0
Bulgaria,2017,5.297916667,,0.8,25.1,1.2,52501.8,7.691360988,6360.0
Bulgaria,2018,5.03452381,,0.7,22.1,2.6,56131.3,6.913096313,6610.0
Bulgaria,2019,4.843055556,,0.6,20.1,2.5,61308.2,9.22284002,6960.0
Bulgaria,2020,4.775,,0.5,24.4,1.2,61912.5,0.985675652,6810.0
Bulgaria,2021,4.458333333,,0.5,23.8,2.8,71378.4,15.28915809,7380.0
Bulgaria,2022,4.219444444,,0.4,22.5,13.0,86082.4,20.60006949,7730.0
Bulgaria,2023,4.25,1835.0,0.5,22.9,8.6,94709.3,10.0216769,7900.0
Bulgaria,2024,4.175,24889.0,0.5,24.1,2.6,103723.0,9.517227981,8140.0
Croatia,2010,10.96201117,,2.4,56.8,1.1,45988.9,0.269266157,10700.0
Croatia,2011,10.90299401,,2.6,63.1,2.2,45769.6,-0.476854197,10730.0
Croatia,2012,10.68774194,,3.0,68.8,3.4,44870.7,-1.96396735,10520.0
Croatia,2013,10.25524476,,3.1,79.5,2.3,44803.9,-0.148872204,10540.0
Croatia,2014,9.601526718,,3.4,83.2,0.2,44284.6,-1.159050886,10530.0
Croatia,2015,8.839495798,,3.4,82.8,-0.3,45493.1,2.728939631,10850.0
Croatia,2016,8.027102804,,3.1,79.3,-0.6,47577.2,4.581134282,11320.0
Croatia,2017,7.364210526,,2.6,76.2,1.3,50207.3,5.528068066,11810.0
Croatia,2018,6.85060241,,2.3,72.8,1.6,53035.5,5.633045394,12270.0
Croatia,2019,6.611267606,,2.2,70.9,0.8,55768.6,5.153340687,12980.0
Croatia,2020,6.618644068,,2.0,86.5,0.0,50720.9,-9.051150647,12010.0
Croatia,2021,6.363829787,,1.5,78.2,2.7,58394.1,15.12828045,13620.0
Croatia,2022,5.977142857,1771.0,1.4,68.5,10.7,67611.5,15.78481388,14630.0
Croatia,2023,5.641666667,,1.7,61.8,8.4,78060.4,15.4543236,15020.0
Croatia,2024,5.141666667,,1.5,57.6,4.0,85609.8,9.671228946,15630.0
Cyprus,2010,9.629444444,,2.0,59.3,2.6,19461.1,4.206580814,23460.0
Cyprus,2011,9.869047619,,2.1,69.1,3.5,19858.1,2.039966908,22970.0
Cyprus,2012,10.01987179,,3.3,83.6,3.1,19495.4,-1.826458725,21880.0
Cyprus,2013,9.86875,,3.2,107.5,0.4,18040.3,-7.463811976,20460.0
Cyprus,2014,9.318939394,,3.3,112.7,-0.3,17482.8,-3.090303376,20120.0
Cyprus,2015,8.635833333,,3.1,111.6,-1.5,17944.2,2.639165351,20760.0
Cyprus,2016,7.936111111,,2.6,106.9,-1.2,19013.8,5.960700393,22010.0
Cyprus,2017,7.302083333,,2.5,96.5,0.7,20312.4,6.829776268,23080.0
Cyprus,2018,6.758333333,,2.3,100.7,0.8,21807.8,7.362005474,24250.0
Cyprus,2019,6.483333333,,2.2,92.3,0.5,23400.9,7.305184384,25330.0
Cyprus,2020,6.35,,2.0,113.6,-1.1,22373.6,-4.390002094,24190.0
Cyprus,2021,6.041666667,,1.7,96.5,2.3,25679.9,14.77768441,26540.0
Cyprus,2022,5.663888889,,1.3,81.1,8.1,29377.2,14.39764174,27930.0
Cyprus,2023,5.3625,,1.3,73.6,3.9,31340.0,6.681371948,28150.0
Cyprus,2024,4.866666667,,1.2,65.0,2.3,33567.7,7.108168475,28660.0
Czechia,2010,4.225,13486.0,1.3,36.7,1.2,159506.1,6.869539058,15170.0
Czechia,2011,4.006547619,13325.0,1.3,39.4,2.2,166545.5,4.413248145,15470.0
Czechia,2012,3.798076923,14848.0,1.4,43.8,3.5,163759.4,-1.672876181,15330.0
Czechia,2013,3.532638889,157485.0,1.3,44.1,1.4,160470.0,-2.008678586,15330.0
Czechia,2014,3.218939394,167593.0,1.3,41.5,0.4,158991.5,-0.921356017,15670.0
Czechia,2015,2.928333333,178295.0,1.1,39.5,0.3,170527.3,7.255608004,16440.0
Czechia,2016,2.692592593,18922.0,0.9,36.2,0.6,179145.9,5.054088114,16860.0
Czechia,2017,2.535416667,21469.0,0.7,33.8,2.4,196738.7,9.820375459,17720.0
Czechia,2018,2.48452381,2128.0,0.7,31.7,2.0,213505.4,8.522319198,18200.0
Czechia,2019,2.523611111,224747.0,0.7,29.6,2.6,229406.7,7.447727317,18820.0
Czechia,2020,2.621666667,235919.0,0.7,36.9,3.3,220310.6,-3.965054203,17900.0
Czechia,2021,2.6375,16872.0,0.7,40.7,3.3,246012.3,11.66612047,18620.0
Czechia,2022,2.580555556,172636.0,1.1,42.5,14.8,286976.8,16.6514032,18690.0
Czechia,2023,2.679166667,17982.0,1.3,42.5,12.0,319099.1,11.19334385,18500.0
Czechia,2024,2.733333333,18879.0,1.3,43.6,2.7,320741.7,0.514761715,18700.0
Denmark,2010,6.145810056,11552.0,1.8,46.1,2.2,243429.9,4.804710036,43880.0
Denmark,2011,6.030538922,11796.0,1.8,50.0,2.7,248105.0,1.920511819,44270.0
Denmark,2012,5.896774194,12271.0,1.6,48.7,2.4,254300.7,2.497208843,44110.0
Denmark,2013,5.737762238,13244.0,1.6,47.8,0.5,259530.9,2.056699018,44540.0
Denmark,2014,5.588549618,14476.0,1.4,48.7,0.4,265635.7,2.352243991,44870.0
Denmark,2015,5.454621849,156941.0,1.3,44.6,0.2,272193.0,2.46853115,45500.0
